Name,"3 potential customers in US ",Address,City,Cohort,Company Analysis,Company key,Country,Description,Duplicated,Elevator Pitch,Founder,Founding Year,Funding objective,Funding raised (euros),Industry,Last edited time,LinkedIn Profile,Linkedin Page,Logo,One Pager (pdf),P. IVA,Participants,Participants' City,Phase,Pitch Deck,Pitch Deck URL,Plan to raise capital in the US?,Program,Province,Region,"Relevant Info ",Rollup,Rollup 1,Team Size,Topic Group,Total Funding,Website,ZIP Code
Confirmo,,,,C13 - LifeSciences / BioTech / Longevity,,confirmo,,"Confirmo is a healthtech startup digitizing e-signature workflows for informed consent, addressing paper inefficiencies and patient confusion. Our AI-driven platform ensures real understanding before signing, reducing legal risks and building trust. We monetize via subscriptions, pay-per-use, or enterprise solutions. Thousands of successful e-signatures from pilot programs and clients validate our approach and fuel continued growth.",No,,Marco Cappellini,2019,,,,"May 23, 2025 1:02 PM",,,,,8336150720,Marco Cappellini (https://www.notion.so/Marco-Cappellini-573c2851dbae4bbda8f49e6fbbe64406?pvs=21),,1,,,,Startup Acceleration,,Apulia,,Marco Cappellini,,,,,https://www.confirmo.it,
BIONSEEK,,,,C13 - LifeSciences / BioTech / Longevity,,bionseek,,Innovative treatments for Solid Cancers by selective targeted protein degradation,No,,Angelo Morini,2023,,,,"May 23, 2025 1:02 PM",,,,,13069630963,Angelo Morini (https://www.notion.so/Angelo-Morini-1fc65d57c00980369c2deb666f90a073?pvs=21),,1,,,,Startup Acceleration,,Lombardy,,Angelo Morini,,,,,https://www.bionseek.com,
Melissa,,,,C13 - LifeSciences / BioTech / Longevity,,melissa,,La mia idea propone uno sviluppo dei prodotti fitoterapici e anche il miglioramento della legislazione degli stessi nei paesi membri dell'UE,No,,Chiara Bianco,2021,,,,"May 23, 2025 1:02 PM",,,,,,Chiara Bianco (https://www.notion.so/Chiara-Bianco-1fc65d57c00980c9a67ee045f181edec?pvs=21),,1,,,,Startup Acceleration,,Friuli-Venezia Giulia,,Chiara Bianco,,,,,https://www.linkedin.com/in/chiara-bianco-731a6161,
MgShell,,,,C13 - LifeSciences / BioTech / Longevity,,mgshell,,"MgShell is dedicated to transforming ophthalmic care by addressing a critical need in the treatment of age-related macular degeneration (AMD), a leading cause of blindness among individuals over 50. Therapeutic adherence is low due to frequent injections, leading to vision loss. MgShell has developed an innovative intraocular biodegradable drug delivery device that replicates current treatment protocols, reducing injections and clinical burdens, without requiring surgery.",No,,Marco Ferroni,2019,,,,"May 23, 2025 1:02 PM",,,,,10767230963,Marco Ferroni (https://www.notion.so/Marco-Ferroni-1fc65d57c00980eb9456eb1254dca8ef?pvs=21),,1,,,,Startup Acceleration,,Lombardy,,Marco Ferroni,,,,,https://www.mgshell.com,
Nutra Futura,,,,C13 - LifeSciences / BioTech / Longevity,,nutrafutura,,"Nutrafutura is a company that provides high-quality ingredients for supplements. We offer a range of innovative ingredients validated through efficacy studies on organoids and in vivo studies.Our revenue comes from direct sales through partnerships with contract manufaturers and brand owners.We have gained traction through our innovation and scientific ethics, which convey reliability to the companies that use our ingredients in their products.",No,,Annalisa Faè,2023,,,,"May 23, 2025 1:02 PM",,,,,3947690123,Annalisa Faè (https://www.notion.so/Annalisa-Fa-1fc65d57c00980769aeee32f869f1535?pvs=21),,1,,,,Startup Acceleration,,Lombardy,,Annalisa Faè,,,,,https://nutrafutura.com,
jooband,,,,C13 - LifeSciences / BioTech / Longevity,,jooband,,PIATTAFORMA STREAMING HIGH TECHNOLOGY,No,,Pasquale D'antuono,2025,,,,"May 23, 2025 1:02 PM",,,,,,Pasquale D'antuono (https://www.notion.so/Pasquale-D-antuono-1fc65d57c009801bbfabc2206059a6da?pvs=21),,1,,,,Startup Acceleration,,Piedmont,,Pasquale D'antuono,,,,,https://jooband.com,
Salute 360,,,,C13 - LifeSciences / BioTech / Longevity,,salute360,,"Salute360 is a digital platform that simplifies and optimises the patient experience and the management of the Healthcare Professionals' digital ecosystem. HCPs have all the digital tools they need in one system, while patients find verified information and reliable healthcare services. Our revenue comes from a B2B subscription model. Currently, we have more 100k patients and 6k HCPs registered on our platform.",No,,Alberto Clemenzi,2022,"150,000",,,"March 18, 2026 6:28 PM",,,DB%20Companies/Salute360.zip,DB%20Companies/Salute360_ONEPAGER_-_ENG.docx,11596130010,Alberto Clemenzi (https://www.notion.so/Alberto-Clemenzi-1fc65d57c009808eae7fc330fda541c8?pvs=21),,2-SF,DB%20Companies/Salute360_Pitch_-_ENG.pdf,,,SMEs Traction,,Piedmont,,Alberto Clemenzi,https://www.linkedin.com/in/alberto-clemenzi/,,,"€280,000.00",https://www.salute360.eu/,
AINDO,,,,C13 - LifeSciences / BioTech / Longevity,,aindo,,"Aindo is a synthetic data company that solves data access and scarcity challenges for life science, healthcare, and insurance sectors. Our AI-powered, patented, and Europrivacy-certified technology generates synthetic data—statistically accurate yet anonymous—enabling safe use and sharing of private data. Aindo is already working with major healthcare institutions, partners, and clients.",No,,"Daniele Panfilo,Sebastiano Saccani",2018,"9,000,000",,,"June 13, 2025 12:42 AM",,,DB%20Companies/Aindo.png,DB%20Companies/ONE_PAGER_-_AINDO.pdf,1313960328,"Daniele Panfilo (https://www.notion.so/Daniele-Panfilo-20265d57c0098041afaafaca6c20377b?pvs=21), Sebastiano Saccani (https://www.notion.so/Sebastiano-Saccani-20265d57c009802c9bc1f0e8caee20bc?pvs=21)",,2-SF,DB%20Companies/Aindo_Deck_.pdf,,,SMEs Traction,,Friuli-Venezia Giulia,,"Daniele Panfilo,Sebastiano Saccani","https://www.linkedin.com/in/danielepanfilo/,https://www.linkedin.com/in/sebastianosaccani/",,,,https://www.aindo.com/,
NH2 Tech Srl,,,,"C13 - LifeSciences / BioTech / Longevity, C7 - 	 Life Sciences & Digital Health",,nh2techsrl,,"NH2 Tech is a med-tech company developing Proamina™, a patented amino acid blend with natural sweetening properties, no GMO and Vegan. We aim to solve the health and formulation challenges posed by sugar, polyols, and artificial sweeteners for B2B food and beverage manufacturers. Proamina™ is a functional flavoring that sweetens without adding sugars, while also increasing the protein content of finished products.",No,,"
Enrico Fiorentin,Mattia Cappelletti,Stefano Sabetta",2023,"1,400,000",,,"March 18, 2026 6:28 PM",,,DB%20Companies/NH2Tech.png,DB%20Companies/ONE_PAGER_-_NH2_Tech.pdf,13068670960,"
Enrico Fiorentin (https://www.notion.so/Enrico-Fiorentin-a75ef776e4664166b153683d7088f565?pvs=21), Mattia Cappelletti (https://www.notion.so/Mattia-Cappelletti-20265d57c00980a398e2f54c562298ea?pvs=21), Stefano Sabetta (https://www.notion.so/Stefano-Sabetta-20265d57c0098037a98fd3e17c98e941?pvs=21)",,2-SF,DB%20Companies/3m_Pitch_-_NH2_Tech__Proamina.pdf,,,SMEs Traction,,Lombardy,,"
Enrico Fiorentin,Mattia Cappelletti,Stefano Sabetta","
https://www.linkedin.com/in/fiorentin/?originalSubdomain=it
,https://www.linkedin.com/in/mattia-cappelletti,https://www.linkedin.com/in/stefano-sabetta-78775411/",,,,https://www.nh2tech.com/,
"DISRUPTIVE TECHNOLOGICAL ADVANCES IN LIFE SCIENCE S.R.L. - SOCIETA' BENEFIT, IN FORMA ABBREVIATA, D-TAILS S.R.L. SB",,,,C13 - LifeSciences / BioTech / Longevity,,"disruptivetechnologicaladvancesinlifesciences.r.l.-societa'benefit,informaabbreviata,d-tailss.r.l.sb",,"D-Tails is a biotech company developing imaging systems for high-throughput, live-cell imaging and biosensors for early cancer detection. iFluor is a wide-field microscope with integrated microfluidics and incubation for automated large-scale imaging. Eucrasyc is a yeast-based BRET-integrated biosensor to detect cancer markers in urine. Revenue will soon start as iFluor is ready for market launch, and we're advancing Eucrasyc with our clinical partners for scalable, low-cost diagnostics.",No,,Enrico Lanza,2021,"4,600,000",,,"June 13, 2025 12:43 AM",,,DB%20Companies/Dtails.jpg,DB%20Companies/Dtails_-_One_Pager.pdf,IT16288851005,Enrico Lanza (https://www.notion.so/Enrico-Lanza-1fc65d57c0098048ac22ce5d49ac2fb0?pvs=21),,2-SF,DB%20Companies/Dtails_Pitch.pdf,,,SMEs Traction,,Latium,,Enrico Lanza,,,,,https://d-tails.com/,
Beyondshape srl,,,,C13 - LifeSciences / BioTech / Longevity,,beyondshapesrl,,"BeyondShape provides medical evaluations without radiations, through a total body 3D scanner and a related software which combines 3D scanning, biomechanical modeling and artificial intelligence. This device helps minimize radiation exposure due to the current diagnostic protocols. Our customers are hospitals and healthcare facilities, and we aim at selling to them through as a service or a direct purchase. Our device has obtained the medical certification in EU and got its first customer.",No,,"Gianluca D'Anna,Stanislao Grazioso",2019,"1,000,000",,,"June 23, 2025 6:38 PM",,,DB%20Companies/Beyondshape.png,DB%20Companies/Beyondshape_One_pager.pdf,9365291211,"Gianluca D'Anna (https://www.notion.so/Gianluca-D-Anna-1fc65d57c00980eb87a9ebec5e6e11b5?pvs=21), Stanislao Grazioso (https://www.notion.so/Stanislao-Grazioso-20265d57c009803785bfec267bfe1b7a?pvs=21)",,2-SF,DB%20Companies/6afe680cc3a7-Beyondshape_Pitch_(1).pdf,,,SMEs Traction,,Campania,,"Gianluca D'Anna,Stanislao Grazioso","https://www.linkedin.com/in/gianluca-d-anna-009759242/,https://www.linkedin.com/in/sgrazioso/",,,"€170,000.00",https://www.beyondshape.eu/,
GenLife Italia srl,,,,C13 - LifeSciences / BioTech / Longevity,,genlifeitaliasrl,,"GenLife is a medical technology company that develops regenerative medicine solutions. We aim to solve the complexity of autologous stem cell therapies for clinics and specialists. We offer IStemRewind, a device that isolates mesenchymal stem cells at the point of care without labs or cell culture. Our revenue comes from device sales and consumables. Currently, we have early clinical adopters in Europe and a pharma partner awaiting CE mark in 2025",No,,Andrea Raggi,2020,"1,500,000",,,"October 22, 2025 11:36 AM",,,DB%20Companies/GenLife_Italia.jpg,DB%20Companies/ONE_PAGER_-_GenLife_Italia.pdf,11510660969,Andrea Raggi (https://www.notion.so/Andrea-Raggi-1fc65d57c009808aa1dae07fb51d6c4e?pvs=21),,2-SF,"DB%20Companies/PITCH_ISTEMREWIND_v7_1_AR_InnovitSF_20250527.pptx, DB%20Companies/GenLife_Italia_srl.pdf",,,"SMEs Traction, Startup Acceleration",,Lombardy,,Andrea Raggi,https://www.linkedin.com/in/andrea-raggi-b00b4b365,,,"€70,000.00",https://www.istemrewind.com,
Moveo,,,,C13 - LifeSciences / BioTech / Longevity,,moveo,,"Moveo is a medical device company that has developed a self-powered, lightweight soft exosuit to support walking by people with limited mobility. We aim to help those who have been affected by degenerative disease, age or injury to improve their independence and quality of life. We offer ExoBand, a simple passive assistive device consisting of a belt and two leg loops. Our revenue comes from sales direct to customers and to rehabilitation centers/hospitals. We have over 1500 paying users.",No,,Fausto Panizzolo,2019,"270,000",,,"June 23, 2025 6:45 PM",,,DB%20Companies/moveo.png,DB%20Companies/ONE_PAGER_-_Moveo_(2).docx,5236760285,Fausto Panizzolo (https://www.notion.so/Fausto-Panizzolo-1fc65d57c009803691c1f47930d86c63?pvs=21),,2-SF,"DB%20Companies/Slide_deck_Moveo_Pitch_Competition_INNOVIT_June25.pptx, DB%20Companies/Moveo.pdf",,,SMEs Traction,,Veneto,,Fausto Panizzolo,,,,,https://www.moveowalks.com/en/homepage/,
Clinica Digitale Srl,,,,C13 - LifeSciences / BioTech / Longevity,,clinicadigitalesrl,,"Clinica Digitale is a 360° telemedicine startup that has developed software capable of accommodating third-party technological devices, connecting them to external reporting centers and providing a private electronic health record service for all services that can be provided in telemedicine. Furthermore, it is the only Italian company to have introduced an important prevention theme such as TELENUTRITION into telemedicine. That is, the opportunity to perform a non-invasive test using a professional bioimpedance meter, digitize the patient's medical history and send everything to one of our reporting centers with nutrition professionals, providing a proximity prevention service as close to home as possible.",No,,Luca Lagona,2022,< 25k,,,"June 9, 2025 12:22 PM",,,DB%20Companies/clinicadigitale.png,,11044480967,Luca Lagona (https://www.notion.so/Luca-Lagona-1fc65d57c009802f95fbd5c684243ad7?pvs=21),,2-No SF,,,,SMEs Traction,,Apulia,,Luca Lagona,https://www.linkedin.com/in/luca-lagona-8a157541/,,,€700.00,https://www.clinica-digitale.it,
Nutras srl,,,,C13 - LifeSciences / BioTech / Longevity,,nutrassrl,,"Nutras Srl is an innovative nutraceutical company that develops and markets scientifically validated food supplements. Our goal is to solve problems such as lactose intolerance, urinary tract infections, and bloating for health-conscious consumers. We offer solutions characterised by patented formulas, eco-friendly packaging. Our revenues come from e-commerce, Amazon, pharmacies and HoReCa channels. We currently have a turnover of EUR 600,000 in 2024 and expect to exceed EUR 1 million in 2025.",No,,Aloisa Panichelli,2020,"200,000",,,"October 22, 2025 11:36 AM",,,"DB%20Companies/nutras.png, DB%20Companies/Nutras.png",DB%20Companies/ONE_PAGER_-_Nutras.pdf,2038670432,Aloisa Panichelli (https://www.notion.so/Aloisa-Panichelli-20265d57c00980d0903bf4267a563001?pvs=21),,2-SF,DB%20Companies/Nutras_pitch_INNOVIT_-_ENG.pdf,,,"SMEs Traction, Startup Acceleration",,The Marches,,Aloisa Panichelli,https://www.linkedin.com/in/aloisa-panichelli-395236273/,,,"€600,000.00",https://www.nutras.it,
LifeCharger srl,,,,C13 - LifeSciences / BioTech / Longevity,,lifechargersrl,,Our mission is to provide health and wellness solutions by leveraging the opportunities offered by technology. LifeCharger is committed to creating monitoring and support pathways that combine structured interaction between the user and healthcare professionals through our LifeCharger App. We actively collaborate with leading Clinical Institutes and prominent academic institutions to ensure that our services are aligned with the latest scientific discoveries and standards of care.,No,,Andrea Giovanni Migliavacca,2019,"200,000",,,"June 23, 2025 6:45 PM",,,DB%20Companies/LifeCharger.jpg,DB%20Companies/One_Page_LifeCharger.pdf,10651500968,Andrea Giovanni Migliavacca (https://www.notion.so/Andrea-Giovanni-Migliavacca-1fc65d57c009809a91d9d74881f2c5ca?pvs=21),,2-SF,"DB%20Companies/Life_Charger_PITCH_02.06.pptx, DB%20Companies/Life_Charger_PITCH_02.06.pdf",,,SMEs Traction,,Lombardy,,Andrea Giovanni Migliavacca,https://www.linkedin.com/in/andrea-migliavacca-6511218/,,,"€200,000.00",https://lifecharger.eu,
NOVAICOS ImmunoTherapeutics s.r.l.,,,,C13 - LifeSciences / BioTech / Longevity,,novaicosimmunotherapeuticss.r.l.,,"NOVAICOS ImmunoTherapeutics is a biotech company in pre-clinical stage developing an innovative platform of candidate drugs in longevity field. In fact, we aim to solve unmet needs for treating patients that suffer from bone metastases and osteoporosis. We offer the possibility to exploit our 2 fully-owned patents (cancer and osteoporosis), both of them approved in USA (and EU), distinguished by providing a unique dual-faced mechanism of action (immunologic and vs. cancer microenvironment) as",No,,Giovanni Cerutti,2016,"150,000",,,"June 13, 2025 12:44 AM",,,"DB%20Companies/Novaicos.png, DB%20Companies/Novaicos%201.png",DB%20Companies/NOVAICOS_ONE_PAGER.docx,2487920031,Giovanni Cerutti (https://www.notion.so/Giovanni-Cerutti-1fc65d57c0098011b335ebb887b6adf1?pvs=21),,2-SF,DB%20Companies/02bbe78dd75d-NOVAICOS_ImmunoTherapeutics___Slide_Deck_Apr_2025_(1).pdf,,,SMEs Traction,,Piedmont,,Giovanni Cerutti,https://www.linkedin.com/in/giovannicerutti/,,,"€13,000.00",https://www.novaicos.com,
